Cluster,Subcluster,Domain,Format Loads,Impressions,Format Fill Rate,Viewability Rate,Efficiency Rate,CPM,Clicks,CTR,Category,Category importance,Country,Geographical zone,Geographical zone importance
2,1,clicrbs.com.br,451921.26229508204,101494.7786885246,24.686557377049198,77.53696721311475,99.23265027322408,1.7552185792349717,330.07650273224044,0.3572404371584699,News & Portals,58.6078771364875,Brazil,South America,53.27
2,1,jornaldacidadeonline.com.br,431461.5142857143,2500.714285714286,0.5982857142857143,88.68857142857142,85.11628571428574,1.656,13.8,0.7671428571428572,News & Portals,58.6078771364875,Brazil,South America,53.27
2,1,eluniversal.com.co,420376.49453551904,30971.904371584704,10.081803278688524,85.57087431693986,95.7965846994536,1.7451912568305972,219.2896174863388,0.7573770491803277,News & Portals,58.6078771364875,Colombia,South America,53.27
2,1,diariodecuyo.com.ar,420015.6448087432,10608.737704918032,2.6552459016393457,80.40669398907104,90.90642076502735,1.7090983606557346,58.243169398907106,0.5312295081967214,News & Portals,58.6078771364875,Argentina,South America,53.27
2,1,lagaceta.com.ar,418896.0,23058.549019607843,4.952156862745098,86.03686274509802,72.05725490196076,1.5131372549019608,242.37254901960785,1.103529411764706,News & Portals,58.6078771364875,Argentina,South America,53.27
2,1,lacapital.com.ar,402117.15593220346,19128.94237288136,4.404711864406778,86.5590847457627,96.35454237288131,1.6390508474576262,276.15593220338985,0.8881016949152539,News & Portals,58.6078771364875,Argentina,South America,53.27
2,1,cgn.inf.br,394453.0,14159.08717948718,3.583384615384615,86.32020512820513,97.68743589743595,1.6222051282051275,51.85128205128204,0.3926666666666666,News & Portals,58.6078771364875,Brazil,South America,53.27
2,1,aristeguinoticias.com,369841.6064516129,34951.054838709686,11.794483870967747,85.76677419354837,94.65435483870978,1.6308064516129024,142.60967741935485,0.4252903225806452,News & Portals,58.6078771364875,Mexico,South America,53.27
2,1,elheraldo.co,358896.11494252866,20609.367816091955,6.114827586206896,72.89954022988508,81.48678160919539,2.0128735632183914,74.64367816091955,0.34712643678160915,News & Portals,58.6078771364875,Ecuador,South America,53.27
2,1,lostiempos.com,358413.11475409835,16859.811475409835,4.858224043715847,78.96844262295079,94.5753825136612,1.7413114754098376,132.37978142076503,0.7786338797814202,News & Portals,58.6078771364875,Bolivia,South America,53.27
2,1,elcolombiano.com,356778.8276923077,22810.65230769231,8.218061538461539,86.24461538461529,96.83027692307691,1.6782769230769208,195.3907692307692,0.7436615384615387,News & Portals,58.6078771364875,Colombia,South America,53.27
2,1,biobiochile.cl,355148.8907103825,54434.97267759564,17.592923497267748,85.60650273224037,97.66642076502727,1.617103825136608,419.4043715846994,0.8039071038251369,News & Portals,58.6078771364875,Chile,South America,53.27
2,1,cronica.com.ar,346442.40983606555,7813.150273224043,2.5107377049180317,77.29401639344266,87.69445355191259,1.6872677595628398,74.61748633879782,0.7620218579234979,News & Portals,58.6078771364875,Argentina,South America,53.27
2,1,teletica.com,343241.13846153853,6077.0615384615385,1.4509743589743591,78.14707692307691,87.18579487179487,1.542974358974359,75.54871794871795,0.7628717948717947,News & Portals,58.6078771364875,Costa Rica,South America,53.27
2,1,vanguardia.com,329823.6612021858,23178.174863387983,7.35551912568306,85.31120218579238,94.69456284153006,1.7268579234972652,163.6584699453552,0.756857923497268,News & Portals,58.6078771364875,Colombia,South America,53.27
2,1,crhoy.com,327545.59016393445,23802.64754098361,30.17795081967216,88.8614480874318,96.8301639344263,1.7068306010928935,202.00273224043715,0.8364754098360662,News & Portals,58.6078771364875,Costa Rica,South America,53.27
2,1,diarioonline.com.br,320864.4262295082,28271.016393442624,8.793879781420763,84.07655737704918,97.38344262295082,1.6067213114754038,169.30327868852459,0.5307103825136616,News & Portals,58.6078771364875,Brazil,South America,53.27
2,1,prensa.com,300034.8619631902,37457.46625766871,19.835337423312897,76.66254601226994,95.26644171779148,1.6114110429447817,189.1257668711656,0.5027300613496929,News & Portals,58.6078771364875,Panama,South America,53.27
2,2,rosario3.com,159665.67397260273,2385.991780821918,1.5869863013698635,63.376356164383566,71.31410958904112,1.2855616438356157,11.706849315068496,0.3352602739726029,News & Portals,58.6078771364875,Argentina,South America,53.27
2,2,bandab.com.br,159652.47136563878,13146.32599118943,9.747180616740089,69.11687224669605,93.34964757709244,1.5628634361233484,78.77092511013215,0.5164757709251101,News & Portals,58.6078771364875,Brazil,South America,53.27
2,2,lacuarta.com,158575.6543778802,20186.718894009216,12.41981566820277,85.28345622119816,96.52926267281102,1.5145622119815638,222.91705069124424,0.9595391705069126,News & Portals,58.6078771364875,Chile,South America,53.27
2,2,eluniverso.com,154770.98596491225,10032.81754385965,12.232807017543855,82.64270175438597,95.93056140350876,1.7257192982456129,69.2421052631579,0.7488070175438595,News & Portals,58.6078771364875,Mexico,South America,53.27
2,2,20minutos.es,150584.31308411216,31455.598130841117,20.549112149532714,84.80537383177577,94.31303738317752,1.5870093457943928,271.2803738317757,0.8967289719626165,News & Portals,58.6078771364875,Mexico,South America,53.27
2,2,ultimasnoticias.com.ve,149447.40476190473,722.7619047619047,0.4519047619047618,85.99904761904762,71.60785714285714,1.6142857142857143,4.809523809523808,0.5547619047619049,News & Portals,58.6078771364875,Venezuela,South America,53.27
2,2,metroecuador.com.ec,149186.49264705885,17505.63235294118,14.779889705882356,80.64007352941184,89.37088235294117,1.7473161764705882,225.01102941176467,1.1438602941176466,News & Portals,58.6078771364875,Ecuador,South America,53.27
2,2,reportermt.com.br,148187.15492957743,6022.7014084507055,5.061464788732391,85.36295774647883,96.91295774647881,1.6821126760563332,48.47605633802817,0.8246478873239433,News & Portals,58.6078771364875,Brazil,South America,53.27
2,2,elimparcial.com,147541.30578512396,17895.413223140495,17.51735537190082,71.0514876033058,80.87041322314045,1.2009090909090914,186.1818181818182,0.8775206611570248,News & Portals,58.6078771364875,Mexico,South America,53.27
2,2,info7.mx,144847.66666666663,12120.222222222224,8.206666666666667,84.42222222222222,87.48333333333332,1.7888888888888892,49.77777777777778,0.3655555555555556,News & Portals,58.6078771364875,Mexico,South America,53.27
2,2,theclinic.cl,142819.9835164835,14818.244505494507,11.793736263736264,87.36184065934073,98.26593406593412,1.5959615384615335,150.35714285714286,0.8396428571428562,News & Portals,58.6078771364875,Chile,South America,53.27
2,2,quadratin.com.mx,138894.28282828286,7740.7171717171705,4.7508754208754205,58.46080808080811,66.5160606060606,1.0830303030303037,61.33333333333334,0.5447138047138049,News & Portals,58.6078771364875,Mexico,South America,53.27
2,2,tribunaonline.com.br,137014.80327868852,19291.920765027324,15.701803278688526,91.11800546448099,99.41180327868851,1.6195628415300525,166.74590163934425,0.8965846994535517,News & Portals,58.6078771364875,Brazil,South America,53.27
2,2,laopcion.com.mx,136053.09543568463,4449.178423236514,3.542282157676348,75.36385892116184,98.41331950207464,1.6039834024896245,21.348547717842322,0.628174273858921,News & Portals,58.6078771364875,Mexico,South America,53.27
2,2,unosantafe.com.ar,134408.76868327401,1493.8540925266905,1.279466192170818,88.75473309608547,93.30914590747324,1.7244839857651224,16.476868327402133,0.8223131672597863,News & Portals,58.6078771364875,Argentina,South America,53.27
2,2,teleamazonas.com,132826.5355191257,12573.071038251368,10.098469945355193,90.72789617486336,91.80090163934427,1.7855191256830598,124.47540983606558,0.955,News & Portals,58.6078771364875,Ecuador,South America,53.27
2,2,colombia.com,132077.40229885056,9573.12643678161,14.36126436781609,75.25597701149428,84.31632183908046,1.974942528735632,85.0574712643678,0.8868965517241381,News & Portals,58.6078771364875,Colombia,South America,53.27
2,2,lr21.com.uy,131254.24309392265,5784.215469613259,7.110773480662992,92.10596685082872,94.10801104972371,1.8298342541436456,66.34254143646409,0.9560220994475144,News & Portals,58.6078771364875,Uruguay,South America,53.27
2,2,repretel.com,128836.1295774648,11985.095774647889,9.749718309859164,85.3690704225352,91.67932394366206,1.5865915492957734,82.30704225352113,0.7243098591549301,News & Portals,58.6078771364875,Costa Rica,South America,53.27
2,2,hoy.com.do,127955.49049429658,7580.448669201521,6.388669201520907,71.0964258555133,87.39178707224329,1.7179847908745247,55.95817490494297,0.7665399239543731,News & Portals,58.6078771364875,Dominican Republic,South America,53.27
2,2,solonoticias.com,127356.9417475728,7633.045307443365,6.741682847896443,84.20967637540453,89.25530744336572,1.6876051779935264,123.41100323624596,1.5381553398058254,News & Portals,58.6078771364875,El Salvador,South America,53.27
2,2,midianews.com.br,126507.09302325582,40990.08139534884,30.85965116279069,82.81209302325581,93.46744186046507,1.6994186046511626,146.1860465116279,0.3844186046511629,News & Portals,58.6078771364875,Brazil,South America,53.27
2,2,vanguardia.com.mx,125920.90909090909,7907.254545454544,6.266,80.66472727272728,86.25981818181818,1.4530909090909094,79.56363636363636,1.1236363636363638,News & Portals,58.6078771364875,Mexico,South America,53.27
2,2,correioweb.com.br,124607.7522123894,12869.533923303832,11.5105604719764,63.141032448377636,98.53023598820059,1.7282300884955732,45.259587020648965,0.4426548672566371,News & Portals,58.6078771364875,Brazil,South America,53.27
2,2,waves.com.br,122084.575,915.925,0.7709999999999999,83.21574999999999,78.72149999999998,1.5720000000000005,2.125,0.18925,News & Portals,58.6078771364875,Brazil,South America,53.27
2,2,ilustrado.cl,120981.4542936288,16050.919667590028,10.895844875346254,73.36756232686982,81.73534626038779,1.2795290858725736,172.54847645429362,0.8665096952908584,News & Portals,58.6078771364875,Chile,South America,53.27
2,2,pueblaenlinea.com,118435.78142076502,2900.524590163934,3.1337431693989086,85.6515846994536,93.7719125683061,1.6234699453551893,35.079234972677604,1.3293715846994538,News & Portals,58.6078771364875,Mexico,South America,53.27
2,2,folhamax.com,118153.53551912568,22826.213114754097,32.25937158469945,81.8800819672132,98.97950819672121,1.7337431693989045,45.024590163934434,0.2664480874316939,News & Portals,58.6078771364875,Brazil,South America,53.27
