Cluster,Subcluster,Domain,Format Loads,Impressions,Format Fill Rate,Viewability Rate,Efficiency Rate,CPM,Clicks,CTR,Category,Category importance,Country,Geographical zone,Geographical zone importance
3,1,gogy.com,266097.2441471572,31813.21404682274,10.839096989966553,51.86334448160533,63.73056856187294,1.0939464882943128,195.47491638795987,0.4190635451505016,Tech & Gaming,1.9816695566014368,Russia,East Europe,10.43
3,1,indosport.com,264896.60759493674,1440.7848101265824,0.5198312236286917,83.46890295358645,94.6665400843882,1.577172995780591,3.5063291139240507,0.3618565400843883,Sports,7.629427792915531,Indonesia,Asia,13.09
3,1,giaoducthoidai.vn,262216.5681818182,12187.75,3.7849999999999993,68.43249999999999,77.81568181818183,1.497954545454545,4.0227272727272725,0.028863636363636376,Education & Careers,2.4275452068367596,Vietnam,Asia,13.09
3,1,finanz.ru,256606.88321167885,36650.255474452555,16.701678832116787,85.02430656934304,97.04934306569338,1.5397080291970804,12.927007299270072,0.06467153284671526,Money & Investing,1.189001733960862,Russia,East Europe,10.43
3,1,game24h.vn,242189.42424242425,1018.2222222222223,0.23282828282828286,41.81888888888891,37.64353535353535,0.8941414141414141,4.313131313131313,0.1806060606060606,Tech & Gaming,1.9816695566014368,Vietnam,Asia,13.09
3,1,eliteprospects.com,229475.33333333328,34571.333333333336,15.177500000000002,72.11666666666667,98.36666666666666,1.9966666666666668,83.83333333333333,0.2383333333333333,Sports,7.629427792915531,Canada,North America,8.32
3,1,notore.us,223289.9619047619,2555.761904761905,1.1062857142857143,75.66295238095233,87.43295238095243,1.9712380952380957,0.11428571428571427,0.00819047619047619,Community & Culture,6.613822145157296,United States,North America,8.32
3,1,pilio.idv.tw,221515.13114754102,11725.82786885246,5.326557377049179,87.35767759562839,99.38879781420763,1.8331420765027333,158.21311475409837,1.1637158469945352,Casual Games,0.6440426058954669,Taiwan,Asia,13.09
3,1,bestie.vn,211848.89344262294,5478.789617486339,2.8048360655737703,83.99866120218583,93.06423497267762,1.6710382513661217,11.415300546448087,0.23937158469945366,Community & Culture,6.613822145157296,Vietnam,Asia,13.09
3,1,sib.fm,211661.9383561644,43110.65068493151,22.108013698630128,85.54520547945205,94.89773972602728,1.5070547945205466,66.55479452054793,0.30890410958904096,Community & Culture,6.613822145157296,Russia,East Europe,10.43
3,1,lelum.pl,198411.50750750754,27236.93993993994,6.6230330330330345,38.31183183183184,50.58732732732733,0.7833333333333339,310.94294294294286,0.4220420420420421,Health & Wellness,2.0807530344315084,Poland,East Europe,10.43
3,1,musica.com,197474.25757575763,40659.621212121216,31.460606060606068,84.05136363636362,92.80409090909089,1.5577272727272722,160.9848484848485,0.4286363636363636,Music & Radio,5.622987366856576,United States,North America,8.32
3,1,typingtest.com,195651.4960629921,83235.64566929133,41.36440944881888,95.281811023622,99.53968503937004,1.751968503937008,59.51968503937008,0.07566929133858269,Tech & Gaming,1.9816695566014368,United States,North America,8.32
3,1,echo.msk.ru,195468.77747252746,21194.54120879121,5.477857142857144,25.87403846153846,32.116868131868124,0.6066483516483514,160.51098901098905,0.22247252747252744,Music & Radio,5.622987366856576,Russia,East Europe,10.43
3,1,price.com.hk,192864.07103825136,19008.51912568306,10.019043715847,71.06838797814206,98.58486338797813,1.6724316939890709,19.352459016393446,0.106120218579235,Shopping,0.14862521674510776,Hong Kong,Asia,13.09
3,1,bongda.com.vn,192519.08469945355,8730.628415300547,2.8848907103825114,83.3649726775956,94.31636612021862,1.6757923497267766,42.122950819672134,0.2566666666666668,Sports,7.629427792915531,Vietnam,Asia,13.09
3,1,fosonline.gr,181352.89320388352,7505.563106796117,3.266990291262136,55.293106796116504,75.39689320388347,1.2012621359223312,52.60194174757282,0.6314563106796116,Sports,7.629427792915531,Greece,East Europe,10.43
3,1,ngoisao.vn,179208.1,2997.1,1.8945,88.05600000000003,99.7155,1.8195000000000003,3.3,0.11700000000000002,Glamour,4.756006935843448,Vietnam,Asia,13.09
3,1,cari.com.my,176555.6558704453,3175.684210526316,1.3086639676113363,56.114089068825905,70.80522267206476,1.2597975708502016,23.54655870445344,0.4863157894736843,Tech & Gaming,1.9816695566014368,Malaysia,Asia,13.09
3,1,wowbiz.ro,169467.57142857142,4659.785714285715,2.4364285714285714,77.55571428571429,73.39357142857143,1.4600000000000002,10.0,0.17928571428571433,Glamour,4.756006935843448,Romania,East Europe,10.43
3,1,wallpaperaccess.com,167955.85714285713,2801.5714285714284,1.542857142857143,73.81714285714284,80.22285714285714,1.3814285714285717,15.428571428571427,0.4314285714285715,Leisure,0.4706465196928412,United States,North America,8.32
3,1,ohme.pl,166018.46174863385,13221.25136612022,8.44319672131148,85.34540983606561,97.53855191256832,1.5198360655737668,111.75136612021858,0.8471038251366129,Health & Wellness,2.0807530344315084,Poland,East Europe,10.43
3,1,wikidich.com,163687.67741935485,5014.903225806452,3.0319354838709685,79.26322580645163,91.59774193548391,1.6858064516129028,32.225806451612904,0.7348387096774194,Community & Culture,6.613822145157296,Vietnam,Asia,13.09
3,1,recipepair.com,157940.64285714287,26505.92857142857,13.014285714285714,95.24,98.50857142857141,1.8557142857142856,0.42857142857142855,0.0,Food,1.4119395590785238,United States,North America,8.32
3,2,eurogamer.pl,65981.85128205128,2851.897435897436,6.642666666666666,84.23769230769234,92.73523076923078,1.5046666666666668,7.446153846153847,0.2777948717948719,Tech & Gaming,1.9816695566014368,Poland,East Europe,10.43
